title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
Boundary,A,89.85,82.86,34.92,0,0,101.43,1031,CHORD
Boundary,H,81.05,80,28.58,0,0,85.14,930,CHORD
Bow shock!!,A,121.32,117.1,40.64,0,0,110.97,1566,NOTES
Bow shock!!,H,76.38,82.85,11.85,0,0,44.88,986,PEAK
Bow shock!!,L,168.22,153.57,43.46,0,93,174.41,2176,CHORD
Brahma,A,119.39,117.1,43.08,0,0,115.63,1454,NOTES
Brahma,H,74.47,70.01,26.93,0,0,27.31,907,NOTES
BRAINSTORM,A,112.74,102.63,111.11,0,0,106.2,1449,NOTES
BRAINSTORM,H,80.29,71.42,87.3,0,0,41.54,1032,SCRATCH
BRAVE GLOW,A,99.91,84.29,68.11,0,0,99.74,1261,NOTES
BRAVE GLOW,H,69.33,68.57,64.06,0,0,47.81,875,NOTES
BRAVE OUT,A,86.88,80,38.3,0,0,46.65,1091,NOTES
BRAVE OUT,H,61.56,60,17.4,0,0,22.01,773,NOTES
BRAVE OUT,L,112.53,113.15,40.61,0,0,103.4,1413,PEAK
Brave Spirits,A,102.12,90,27.96,0,78.28,92.61,1250,NOTES
Brave Spirits,H,58.98,60,16.07,0,45.46,28.16,722,PEAK
BREAK OVER,A,90.37,100,64.21,16.25,0,89.72,1210,PEAK
BREAK OVER,H,58.63,58.57,42.45,16.25,0,16.89,785,NOTES
Break Stasis,A,104.94,101.31,39,0,6.09,101.54,1274,NOTES
Break Stasis,H,80.73,70,19.8,0,5.46,49.91,980,NOTES
Breakin' Chain,A,93.92,85.71,55.01,0,9.21,97.15,1169,CHORD
Breakin' Chain,H,53.74,58.57,28.09,0,2.65,28.75,669,PEAK
Breakin' Rules,A,107.72,101.32,29.23,0,0,82.02,1396,NOTES
Breakin' Rules,H,70.75,62.85,25.29,0,0,14.23,917,NOTES
Breaking the ground,A,91.9,90.01,92.5,0,0,117.82,1274,CHORD
Breaking the ground,H,64.85,65.71,28.9,0,0,66.25,899,CHORD
BREATH,A,84.33,113.15,36.51,0,0,75.4,875,PEAK
BREATH,H,63.9,62.85,14.04,0,0,34.05,663,NOTES
BRIDAL FESTIVAL !!!,A,86.73,85.71,36.37,0,0,97.74,1077,CHORD
BRIDAL FESTIVAL !!!,H,61.52,57.14,21.7,0,0,43.26,764,NOTES
BRIGHTNESS DARKNESS,A,76.72,84.29,38.35,0,0,70.42,889,PEAK
Bring The Fire,A,134.92,123.68,49.31,0,96.06,119.57,1734,NOTES
Bring The Fire,H,77.1,70,49.31,0,0,31.76,991,NOTES
Broadbanded,A,80.93,101.31,25.46,0,0,47.05,1019,PEAK
Broadbanded,H,57.67,70.01,24.3,0,0,14.93,726,PEAK
BroGamer,A,118.38,118.42,122.2,0,0,130.9,1568,CHORD
BroGamer,H,82.98,77.14,87.46,0,0,85.98,1099,SCRATCH
BroGamer,L,179.33,155.35,144.66,0,0,200,2383,CHORD
Broken,A,121.52,131.57,22.16,0,0,123.76,1598,PEAK
Broken,H,79.01,72.85,13.29,0,0,39.82,1039,NOTES
BROKEN EDEN,A,104.29,87.14,34.07,0,0,71.09,1182,NOTES
BROKEN EDEN,H,80.92,72.86,16.07,0,0,23.8,917,NOTES
Broken My Heart,A,87.02,84.29,38.14,0,0,74.14,914,NOTES
Broken My Heart,H,71.49,61.42,38.15,0,0,41.96,751,NOTES
Broken Sword,A,150.39,146.05,19.74,0,0,146.39,1887,NOTES
Buffalo,A,89.38,84.29,92.23,0,0,57.41,932,SCRATCH
Buffalo,H,71.35,68.57,22.35,0,0,31.67,744,NOTES
Buffalo,L,123.43,109.21,107.28,0,0,114.44,1287,NOTES
Burnin' The Floor,A,74.56,74.29,32.39,0,0,49.14,721,NOTES
Burnin' The Floor,H,49.43,52.86,22.6,0,0,19.24,478,PEAK
Burning Flame,A,122.41,110.52,96.47,0,0,108.12,1470,NOTES
Burning Flame,H,77.87,64.28,52.78,0,0,40.62,935,NOTES
Burning Flame,L,161.17,126.31,108.2,0,0,144.73,1938,NOTES
Burning Heat! (Full Option Mix),A,65.2,74.28,37.75,0,0,45.4,755,PEAK
Burning Heat! (Full Option Mix),H,42.66,48.57,34.61,0,0,13.35,494,PEAK
Butterfly Twist,A,106.83,119.73,69.72,0,25.31,107.34,1373,PEAK
Butterfly Twist,H,62.31,58.57,36.84,0,0,41.99,801,NOTES
C-C-C-N-N-N,A,118.67,114.47,109.19,32.21,0,123.25,1434,CHORD
C-C-C-N-N-N,H,74.32,90.01,77.19,21.16,0,73.71,898,PEAK
CADENZA,A,174.57,146.05,101.01,0,0,163.88,2357,NOTES
Caldwell 99,A,102.74,94.28,62.52,0,73.34,81.95,1293,NOTES
Caldwell 99,H,77.47,64.28,45.73,0,33.31,39.46,975,NOTES
Caldwell 99,L,138.5,114.47,127.1,0,108.17,129.67,1743,NOTES
CALL,A,58.93,64.28,9.93,0,0,40.55,735,PEAK
CALL,H,35.35,47.14,9.93,0,0,26.66,441,PEAK
CALL,L,109.92,110.52,16.35,0,180.19,113.19,1371,CHARGE
Calvados Queen,A,96.45,85.71,27.65,0,5.62,107.71,1242,CHORD
Calvados Queen,H,60.2,58.57,24.83,0,1.87,45.27,777,NOTES
CAN'T STOP FALLIN'IN LOVE,H,64.54,65.72,26.04,0,0,32.97,632,PEAK
Candy Galy,A,142.26,138.15,42.08,0,0,137.68,1798,NOTES
Candy Galy,H,103.5,91.42,39.19,0,0,72.38,1308,NOTES
CaptivAte~誓い~,A,86.69,88.58,24.09,0,0,81.6,1127,PEAK
CaptivAte~誓い~,H,78.23,77.15,43.15,0,0,62.18,1017,NOTES
CaptivAte~裁き~,A,85.65,88.57,35.48,0,0,62.47,897,PEAK
CaptivAte~裁き~,H,63.31,74.28,34.08,0,0,29.27,663,PEAK
CaptivAte~裁き~(SUBLIME TECHNO MIX),A,90.52,92.85,49.28,0,0,100.99,1231,CHORD
CaptivAte~裁き~(SUBLIME TECHNO MIX),H,61.54,61.42,47.14,0,0,41.74,837,NOTES
CaptivAte~浄化~,A,93.51,94.28,65.22,0,0,113.73,1243,CHORD
CaptivAte~浄化~,H,71.17,75.71,46.6,0,0,70.68,946,PEAK
CaptivAte~浄化~,L,130.75,138.15,58.1,0,0,171.03,1738,CHORD
CaptivAte2~覚醒~,A,106.44,107.89,36.83,0,0,89.25,1221,PEAK
CaptivAte2~覚醒~,H,77.94,81.42,20.32,0,0,33.05,894,PEAK
Caramel Pain,A,66.44,62.85,13.38,0,125.22,63.15,832,CHARGE
Caramel Pain,H,41.92,38.57,11.63,0,56.87,20.21,525,CHARGE
Carmina,A,155.5,155.35,82.76,0,161.98,137.39,2000,CHARGE
Carmina,H,100.52,94.28,41.95,0,88.57,53.91,1292,NOTES
Carry Me Away,A,129.56,118.42,84.26,0,11.06,120.99,1613,NOTES
Carry Me Away,H,74.95,70,52.66,0,1.56,50.27,933,NOTES
CARRY ON NIGHT (English version),A,86.93,87.15,46.42,0,0,86.25,1037,PEAK
CARRY ON NIGHT (English version),H,58.85,67.14,39.08,0,0,31.26,702,PEAK
Castle on the Moon,A,123.13,114.47,60.48,0,0,82.87,1231,NOTES
Castle on the Moon,H,83.72,80,43,0,0,48.88,837,NOTES
Catch Me,A,81.99,77.14,91.69,0,0,79.61,925,SCRATCH
Catch Me,H,60.08,60,80.06,0,0,34.64,678,SCRATCH
Catch Our Fire!,A,150.81,123.68,62.96,0,0,142.38,1885,NOTES
Catch Our Fire!,H,94.9,77.14,51.31,0,0,59,1186,NOTES
Catch ya Getcha!,A,125.83,107.89,114.97,0,0,113.7,1481,NOTES
Catch ya Getcha!,H,87.34,72.85,87.28,0,0,53.53,1028,NOTES
Caterpillar,A,123.88,115.78,148.59,0,0,121.14,1561,SCRATCH
Caterpillar,H,89.61,77.14,46.83,0,0,71.58,1129,NOTES
CELEBRATE NITE,A,82.35,69.99,36.12,0,0,47.19,714,NOTES
CELEBRATE NITE,H,68.17,61.42,21.84,0,0,28.9,591,NOTES
Central Station,A,100.23,85.72,71.66,0,0,91.97,1223,NOTES
Central Station,H,65.81,58.57,54.94,0,0,41.88,803,NOTES
Chain of pain,A,90.55,98.57,14.6,0,0,84.31,1130,PEAK
Chain of pain,H,63.22,68.58,14.59,0,0,37.53,789,PEAK
Change the World,A,73.99,71.43,16.79,0,0,50.69,931,NOTES
Change the World,H,56.74,51.43,15.63,0,0,22.46,714,NOTES
Change Yourself,A,105.91,98.57,58.11,0,53.9,75.77,1288,NOTES
Change Yourself,H,73.17,74.28,48.51,0,13.28,25.06,890,PEAK
chaos eater -IIDX edition-,A,112.79,113.15,63.11,0,0,110.95,1328,PEAK
chaos eater -IIDX edition-,H,75.33,68.57,41.46,0,0,51.7,887,NOTES
CHAOTIC SUNBIRD,A,138.33,122.36,73.98,0,33.9,132.49,1662,NOTES
CHAOTIC SUNBIRD,H,73.65,70,47.9,0,0.93,27.11,885,NOTES
Chaotoxin,A,136.45,136.84,66.47,0,0,127.55,1705,PEAK
Chaotoxin,H,71.06,74.28,34.98,0,0,32.76,888,PEAK
ChaserXX,A,112.76,101.31,48.06,0,0,101.48,1453,NOTES
ChaserXX,H,76.67,65.71,35.05,0,0,24.69,988,NOTES
ChaserXX,L,155.12,147.36,49.19,0,43.28,136.46,2000,NOTES
Chasing After YOU ~夢の欠片~ ft. 小林マナ,A,84.59,87.14,14.93,0,0,74.17,1032,PEAK
Chasing After YOU ~夢の欠片~ ft. 小林マナ,H,59.43,60,13.73,0,0,46.92,725,PEAK
CHECKING YOU OUT,A,67.12,68.57,134.59,84.71,0,42.44,700,SCRATCH
CHECKING YOU OUT,H,46.12,52.86,134.6,51.81,0,9.18,481,SCRATCH
Cheer Train,A,78.43,72.85,63.63,0,0,47.67,880,NOTES
Cheer Train,H,55.52,50,62.33,0,0,20.36,623,SCRATCH
Chemical Colours,A,116.35,92.85,85,0,56.87,108.92,1416,NOTES
Chemical Colours,H,85.04,70,63.45,0,33.82,56.3,1035,NOTES
Chemical Cookie,A,101.91,92.86,64.57,0,0,96.27,1081,NOTES
Chemical Cookie,H,69.66,62.85,38.46,0,0,41.77,739,NOTES
Chewingood!!!,A,108.74,91.42,48.73,0,0,106.34,1317,NOTES
Chewingood!!!,H,62.84,57.15,25.86,0,0,31.25,761,NOTES
chrono diver -fragment-,A,72.35,65.71,12.3,0,0,73.19,900,CHORD
chrono diver -fragment-,H,47.43,47.15,8.2,0,0,22.29,590,NOTES
chrono diver -fragment-,L,91.16,82.84,15.81,0,0,107.48,1134,CHORD
CHRONO DIVER -NORNIR-,A,126.06,102.63,28.7,0,0,118.16,1568,NOTES
CHRONO DIVER -NORNIR-,H,90.36,75.71,6.44,0,0,68.88,1124,NOTES
CHRONO DIVER -NORNIR-,L,178.95,138.15,47.44,0,22.03,193.81,2233,CHORD
Chrono Diver -PENDULUMs-,A,174.78,155.35,27.58,0,0,169.95,2222,NOTES
Chrono Diver -PENDULUMs-,H,112.17,113.15,38.5,0,0,81.93,1422,PEAK
Chronos,A,103.28,106.57,59.32,0,133.78,101.09,1205,CHARGE
Chronos,H,61.45,72.85,36.84,0,72.45,25.49,717,PEAK
Chronos,L,131.83,109.21,73.69,0,9.37,133.22,1538,CHORD
cinder,A,126.83,136.84,35.2,0,70.46,133.05,1601,PEAK
cinder,H,82.16,77.14,19.62,0,39.9,76.2,1037,NOTES
City Never Sleeps (IIDX Edition),A,103.96,106.57,15.78,0,69.73,106.83,1344,CHORD
City Never Sleeps (IIDX Edition),H,75.58,77.15,16.9,0,36.04,57.28,977,PEAK
Claiomh Solais,A,86.48,77.14,25.75,0,0,100.84,1052,CHORD
Claiomh Solais,H,59.42,54.29,25.75,0,0,60.83,723,CHORD
Cleopatrysm,A,109.48,110.52,55.34,0,0,100.3,1326,PEAK
Cleopatrysm,H,62.18,60,41.51,0,0,24.47,753,NOTES
Click Again,A,93.02,88.57,74.75,0,0,94.48,1097,CHORD
Click Again,H,62.5,54.28,58.07,0,0,43.95,737,NOTES
Clione,A,64.95,77.15,14,0,0,44.53,811,PEAK
Clione,H,38.36,55.71,13.42,0,0,10.95,479,PEAK
Clione,L,88.26,100,12.83,0,132.79,71.54,1102,CHARGE
Close my Eyes for Me,A,75.03,74.28,102.89,32.92,0,64.85,948,SCRATCH
Close my Eyes for Me,H,59.76,68.58,70.37,26.93,0,39.81,755,SCRATCH
Close the World feat.a☆ru,A,143.79,130.26,56.63,0,0,139.69,1739,NOTES
Close the World feat.a☆ru,H,88.89,78.57,46.38,0,0,78.57,1075,NOTES
Close the World feat.a☆ru,L,163.7,143.42,80.72,0,0,160.16,1983,NOTES
CODE -CRiMSON-,A,121.67,115.78,81.86,0,5,108.58,1516,NOTES
CODE -CRiMSON-,H,77.93,68.58,57.31,0,7.51,19.69,971,NOTES
CODE:1 [revision1.0.1],A,132.64,131.57,45.58,0,0,126.35,1590,NOTES
CODE:1 [revision1.0.1],H,73.99,67.14,23.7,0,0,43.44,887,NOTES
CODE:2,A,119.5,102.63,50.8,0,0,111.18,1491,NOTES
CODE:2,H,72.53,61.42,27.44,0,0,40.89,905,NOTES
CODE:Ø,A,114.44,102.63,124.29,0,0,101.91,1454,SCRATCH
CODE:Ø,H,88.16,80,43,0,0,37.75,1120,NOTES
CODE:Ø,L,143.95,151.78,147.37,0,0,130.74,1829,PEAK
Colorful Cookie,A,149.84,150,38.79,0,0,143.29,1773,PEAK
Colorful Cookie,H,96.61,84.28,37.57,0,0,101.77,1143,CHORD
Colors -Y&Co. Eurobeat Remix-,A,84.93,75.72,15.19,0,0,55.89,1100,NOTES
Colors -Y&Co. Eurobeat Remix-,H,79.45,75.71,15.18,0,0,41.2,1029,NOTES
Colors (radio edit),A,102.78,139.47,17.26,0,0,76.68,1258,PEAK
Colors (radio edit),H,82.6,80,10.11,0,0,30.37,1011,NOTES
COLOSSEUM,A,103.56,103.94,35.8,0,0,108.84,1159,CHORD
COLOSSEUM,H,56.02,55.72,9.12,0,0,33.76,627,NOTES
CoMAAAAAAA,A,98.69,84.28,47.03,0,0,100.87,1208,CHORD
CoMAAAAAAA,H,87.25,74.28,43.45,0,0,70.62,1068,NOTES
CoMAAAAAAA,L,159.69,178.57,61.9,0,0,197.34,1957,CHORD
CONCEPTUAL,A,118.42,103.94,42.8,0,0,104.94,1391,NOTES
CONCEPTUAL,H,58.66,48.57,14.26,0,0,16,689,NOTES
Concertino in Blue,A,126.26,130.26,120.25,162.65,0,113.97,1311,SOFLAN
Concertino in Blue,H,88.12,90,103.47,152.84,0,60.67,915,SOFLAN
Confiserie,A,164.14,171.42,82.34,0,0,142.55,1833,PEAK
Confiserie,H,98.41,81.42,64.69,0,0,54.2,1097,NOTES
CONNECT-,A,124.49,106.58,37.3,0,0,109.57,1483,NOTES
CONNECT-,H,78.22,65.71,26.29,0,0,39.93,932,NOTES
connective,A,64.76,55.71,11.72,0,0,42.74,805,NOTES
connective,H,45.36,41.42,10.54,0,0,17.09,564,NOTES
Constellation,A,115.58,111.84,26.4,0,39.64,104.27,1435,NOTES
Constellation,H,74.73,67.13,21.12,0,18.62,37.99,928,NOTES
CONTRACT,A,98.29,97.14,56.28,0,0,50.24,1056,NOTES
CONTRACT,L,131.98,157.14,56.28,0,0,115.05,1418,PEAK
Cookie Bouquets,A,130.48,109.21,43.81,0,0,136.79,1714,CHORD
Cookie Bouquets,H,81.92,71.43,43.82,0,0,79.53,1076,NOTES
Cosmic Cat,A,90.72,95.71,56.68,0,0,95.2,1166,PEAK
Cosmic Cat,H,69.4,72.85,46.48,0,0,46.64,892,PEAK
Cosmic Cat,L,128.46,135.52,48.18,0,97.59,146.11,1651,CHORD
COSMIC CYBER,A,132.48,118.42,58.48,0,0,112.38,1469,NOTES
COSMIC CYBER,H,77.75,62.86,13.14,0,0,23.6,862,NOTES
COSMIC RAY,A,143.09,127.63,77.38,0,119.44,97.07,1509,NOTES
COSMIC RAY,H,107.15,82.85,48.36,0,98,43.27,1130,NOTES
COSMIC V3LOCITY,A,143.05,111.84,64.38,0,78.29,124.38,1716,NOTES
COSMIC☆WONDER☆REVOLUTION,A,94.4,80,30.82,0,0,104.76,1049,CHORD
COSMIC☆WONDER☆REVOLUTION,H,64.97,57.14,28.85,0,0,41.15,722,NOTES
Countdown to Heaven or Hell,A,130.71,113.15,38.84,0,21.56,106.52,1569,NOTES
Countdown to Heaven or Hell,H,85.47,68.57,29.74,0,11.56,42.17,1026,NOTES
COUNTING SHEEP ft. Kanae Asaba,H,61.99,51.42,19.87,0,0,34.49,659,NOTES
Cradle,A,70.56,91.42,43.53,29.16,0,65.93,803,PEAK
Cradle,H,66,78.58,28.16,26.73,0,54.09,751,PEAK
Cranberry City ft. Luschel,A,99.43,82.86,39.92,0,65.41,91.01,1234,NOTES
Cranberry City ft. Luschel,H,65.75,61.42,23.47,0,46.91,41.32,816,NOTES
Crank It,A,100.33,85.71,27.39,0,0,116.6,1228,CHORD
Crank It,H,59.73,51.42,24.4,0,0,40.74,731,NOTES
Crazy Jackpot,A,121.06,100,81.68,0,0,99.14,1447,NOTES
Crazy Jackpot,H,70.95,57.14,47.55,0,0,26.91,848,NOTES
crew,A,120.14,118.42,33.11,0,0,104.96,1480,NOTES
crew,H,67.64,58.58,28.95,0,0,52.99,885,NOTES
Critical Crystal,A,127.65,139.47,74.65,0,83.28,125.21,1495,PEAK
Critical Crystal,H,80.78,71.43,42.3,0,57.51,53.03,946,NOTES
Cross Fire,A,144.24,143.42,94.5,0,96.71,121.81,1746,NOTES
CROSSROAD ~Left Story~,A,96.43,85.71,39.06,0,0,104.57,1097,CHORD
CROSSROAD ~Left Story~,H,77.62,64.28,39.7,0,0,62.35,883,NOTES
CUE CUE RESCUE,A,117.64,103.95,40.91,0,0,107.53,1278,NOTES
CUE CUE RESCUE,H,78.53,72.85,32.19,0,0,43.01,853,NOTES
CUE CUE RESCUE,L,142.59,114.47,35.54,0,0,132.97,1549,NOTES
Cult Invitation,A,137.33,135.52,164.21,0,0,123.77,1804,SCRATCH
Cult Invitation,H,74.91,67.14,109.28,0,0,45.7,984,SCRATCH
Cyber Force,A,100.83,85.72,7.34,0,0,87.5,1200,NOTES
Cyber Force,H,82.35,74.29,7.34,0,0,69.06,980,NOTES
Cyber Force -DJ Yoshitaka Remix-,A,92.52,92.85,58.01,0,0,85.68,1278,PEAK
Cyber Force -DJ Yoshitaka Remix-,H,68.33,75.71,43.77,0,0,41.85,944,PEAK
Cyber True Color,A,94.81,100,50.93,0,0,81.98,1207,PEAK
Cyber True Color,H,67.8,77.14,46.93,0,0,28.44,863,PEAK
D,A,105.89,107.89,53.47,159.06,3.28,87.04,1313,SOFLAN
D,H,80.97,88.58,48.18,154.39,2.34,43.47,1004,SOFLAN
D.A.N.C.E.!,A,74.55,84.29,59.17,0,0,74.84,826,PEAK
D.A.N.C.E.!,H,38.89,42.85,37.48,0,0,13.05,431,PEAK
D.C.fish,A,95.62,101.31,21.29,0,0,82.51,1178,PEAK
D.C.fish,H,81.02,88.58,20.1,0,0,51.07,998,PEAK
D2R,A,84.03,67.15,53.56,0,0,52.91,823,NOTES
D2R,H,68.52,58.58,55.05,0,0,23.84,671,NOTES
Dahlia,A,127.29,131.57,78.57,0,1.87,121.99,1617,PEAK
Dahlia,H,86.19,90,69.97,0,0.93,72.68,1095,PEAK
Daily Lunch Special,A,114.77,97.14,39.74,0,125.73,118.4,1494,CHARGE
Daily Lunch Special,H,84.36,71.43,27.42,0,65.8,59.7,1098,NOTES
Daisuke,A,97.82,94.29,24.25,0,0,88.64,1205,NOTES
Daisuke,H,69.01,64.28,23.06,0,0,23.65,850,NOTES
Damage Per Second,A,87.27,84.29,35.32,0,31.26,85.39,1026,NOTES
Damage Per Second,H,61.07,58.57,28.5,0,7.34,24.05,718,NOTES
Damage Per Second,L,98.07,88.58,36.57,0,43.76,105.75,1153,CHORD
Dances with Snow Fairies,A,126.04,142.1,39.04,0,0,115.3,1623,PEAK
Dances with Snow Fairies,H,90.46,78.57,36.78,0,0,41.11,1165,NOTES
Dances with Snow Fairies,L,165.5,171.42,59.41,0,86.29,158.07,2135,PEAK
Dans la nuit de l'éternité,A,142.5,147.36,74.32,0,0,146,1830,PEAK
Danza Aestas,A,121.27,97.14,26.17,0,0,101.17,1519,NOTES
Danza Aestas,H,70.88,54.29,19.77,0,0,27.07,888,NOTES
Dark Fall,A,118.18,102.64,54.12,0,109.42,79.09,1416,NOTES
Dark Fall,H,70.43,70,26.14,0,54.76,10.69,844,NOTES
DARK LEGACY,A,142.09,142.1,39.64,0,0,155.63,1828,CHORD
DARK LEGACY,H,83.71,102.64,32.29,0,0,100.96,1077,PEAK
Darling my LUV,A,60.48,61.42,55.79,0,0,43.62,695,PEAK
Darling my LUV,H,44.55,47.14,54.53,0,0,16.23,512,SCRATCH
dAuntl3ss,A,141.7,128.94,47.69,0,0,123.82,1775,NOTES
dAuntl3ss,H,81.27,78.57,12.79,0,0,34.97,1018,NOTES
DAWN -THE NEXT ENDEAVOUR-,A,103.41,100,13.37,0,0,114.3,1577,CHORD
DAWN -THE NEXT ENDEAVOUR-,H,89.78,77.14,13.37,0,0,92.04,1369,CHORD
Dawn Saga,A,110.78,109.21,29.87,0,115.95,93.01,1378,CHARGE
Dawn Saga,H,67.46,61.43,24.01,0,25.93,27.16,839,NOTES
DAY DREAM,A,117.37,123.66,32.61,159.59,0,95.5,1075,SOFLAN
DAY DREAM,H,74.8,81.43,27.85,140.99,0,35.19,685,SOFLAN
DAYDREAMER,A,94.17,91.43,18.44,0,0,113.19,1265,CHORD
DAYDREAMER,H,65.88,65.71,18.98,0,0,63.32,885,NOTES
DAZZLE ATTACK,A,115.26,101.31,66.12,0,0,115.57,1435,CHORD
DAZZLE ATTACK,H,68.03,60,39.2,0,0,42.98,847,NOTES
Dazzlin' Darlin,A,90.51,92.85,25.43,0,0,116.12,1115,CHORD
Dazzlin' Darlin,H,57.14,61.43,18.33,0,0,52.24,704,PEAK
Dazzlin' Darlin-秋葉工房mix-,A,93.09,77.14,22.55,0,0,57.52,1053,NOTES
Dazzlin' Darlin-秋葉工房mix-,H,67.8,61.42,21.89,0,0,26.64,767,NOTES
DEADHEAT,A,143.47,134.21,108.98,0,0,137.05,1721,NOTES
DEADHEAT,H,88.86,84.27,93.53,0,0,57.94,1066,SCRATCH
DEATH†ZIGOQ~怒りの高速爆走野郎~,A,176.3,162.5,91.26,0,19.87,157.72,2075,NOTES
DEATH†ZIGOQ~怒りの高速爆走野郎~,H,108.39,98.57,52.16,0,4.2,76.68,1272,NOTES
DEATH†ZIGOQ~怒りの高速爆走野郎~,L,200,182.14,111.92,0,16.74,200,2459,NOTES
Debtty Daddy,A,104.58,110.52,67.8,0,0,107.06,1371,PEAK
Debtty Daddy,H,76.89,64.29,59.46,0,0,45.3,1008,NOTES
deep in you,A,40.82,47.15,27.68,0,0,7.31,333,PEAK
deep in you,H,31.25,35.71,12.5,0,0,1,255,PEAK
DEEP ROAR,A,116.13,98.57,42.09,0,0,116.76,1387,CHORD
DEEP ROAR,H,60.78,64.28,25.62,0,0,32.53,726,PEAK
Deep Sea Mystery,A,76.97,92.85,12.93,0,176.76,46.57,997,CHARGE
Deep Sea Mystery,H,57.83,67.14,16.31,0,67.32,27.95,749,CHARGE
Demon March,A,153.99,138.15,45.49,0,100.37,141.16,1875,NOTES
DENIM,A,110.41,146.05,26.42,0,0,72.75,883,PEAK
DENIM,H,83.78,68.57,31.88,0,0,33.17,670,NOTES
Derelict Star feat. Ryu*,A,107.71,109.21,68.72,0,74.06,120.21,1336,CHORD
Derelict Star feat. Ryu*,H,78.77,75.72,25.84,0,6.71,71.72,977,NOTES
DESIRE,A,123.05,123.68,53.94,0,0,109.16,1446,PEAK
DESIRE,H,85.43,75.71,47.12,0,0,42.26,1004,NOTES
desolation,A,31.1,35.71,24.06,0,0,7.97,386,PEAK
desolation,H,26.67,30,17.61,0,0,4.6,331,PEAK
Despair of ELFERIA,A,161.18,136.84,38.71,0,0,183.87,2096,CHORD
Despair of ELFERIA,H,96.11,90.01,17.39,0,0,99.36,1248,CHORD
destination,A,130.52,123.68,8.96,0,26.39,116.28,1698,NOTES
DESTINY,A,88.73,82.85,45.43,0,0,86.99,925,NOTES
DESTINY,H,67.15,55.71,44.73,0,0,38.73,700,NOTES
Destiny Sword,A,112.94,84.28,56.98,0,0,88.78,1213,NOTES
Destiny Sword,H,85.94,67.14,52.24,0,0,52.02,923,NOTES
Devil's Gear,A,136.97,139.47,103.03,0,0,133.37,1793,PEAK
Devil's Gear,H,88,91.42,45.08,0,0,79.21,1152,PEAK
Devilz Sacrifice -贖罪の羊-,A,114.65,106.57,36.31,0,9.37,97.64,1265,NOTES
Devilz Sacrifice -贖罪の羊-,H,84.01,75.71,33.68,0,4.21,56.2,927,NOTES
Devilz Staircase,A,149.81,175,51.17,0,11.71,136.41,1685,PEAK
Devilz Staircase,H,100.83,91.43,23.97,0,4.21,81.77,1134,NOTES
diagram,A,110.48,111.84,73.82,0,0,111,1461,PEAK
diagram,H,49.91,50,31.95,0,0,24.09,660,PEAK
DIAMOND CROSSING,A,145.67,123.68,44.86,0,200,123.23,1585,CHARGE
DIAMOND CROSSING,H,84.29,85.72,37.49,0,158.72,65.6,917,CHARGE
DIAMOND JACKAL,A,114.22,119.74,79.22,85.19,0,111.69,1313,PEAK
DIAMOND JACKAL,H,72.98,72.86,48.81,53.06,0,52.05,839,NOTES
DIAVOLO,A,151.04,171.42,52.96,0,0,105.55,1745,PEAK
DIAVOLO,H,84.31,68.57,46.67,0,0,37.7,974,NOTES
dica dica,A,131.93,107.89,119.03,0,0,93.86,1638,NOTES
dica dica,H,99.31,78.58,32.86,0,0,39.03,1233,NOTES
Digital MinD(A/T Libra mix),A,54.97,61.42,33.54,0,0,17.81,573,PEAK
Digital MinD(A/T Libra mix),H,52,52.86,33.54,0,0,14.16,542,PEAK
Digital Radiance,A,81.21,67.14,28.48,0,24.37,56.69,1018,NOTES
Digital Radiance,H,57.67,50,20.92,0,13.12,32.42,723,NOTES
Digitank System,A,89.54,92.85,144.09,0,0,103.45,1096,SCRATCH
Digitank System,H,66.59,64.28,139.23,0,0,48.84,815,SCRATCH
Discloze,A,109.99,101.31,59.29,96.9,31.25,110.99,1365,CHORD
Discloze,H,70.26,61.42,25.83,59.29,15,44.42,872,NOTES
Disco Killer Music Lover,A,131.72,128.94,73.96,0,0,110.77,1499,NOTES
Disco Killer Music Lover,H,78.33,67.14,33.28,0,0,36.37,926,NOTES
DISPARATE,A,110.38,97.14,100.54,0,0,92.82,1243,NOTES
DISPARATE,H,82.32,67.14,39.46,0,0,39.83,927,NOTES
Distress,H,75.93,110.53,60.81,0,0,64.32,937,PEAK
DIVE ~INTO YOUR HEART~,A,85.43,101.32,32.7,0,0,83.79,1066,PEAK
DIVE ~INTO YOUR HEART~,H,75.73,68.57,33.87,0,0,63.4,945,NOTES
Divine Heaven,A,116.57,113.15,34.47,0,107.55,118.94,1503,CHORD
Divine Heaven,H,78.02,68.57,27.68,0,51.98,60.68,1006,NOTES
DIVINE JUDGEMENT,A,128.16,134.21,58.03,0,151.96,115.62,1416,CHARGE
DM STAR~関西 energy style~,A,96.72,78.57,17.53,0,0,88.35,1206,NOTES
DM STAR~関西 energy style~,H,78.51,74.28,17.52,0,0,53.46,979,NOTES
Do Back Burn,A,103.25,88.58,112.91,0,103.59,96.88,1078,SCRATCH
Do Back Burn,H,69.73,60,77.47,0,42.19,31.75,728,SCRATCH
Do it!! Do it!!,A,86.39,113.15,88.01,0,0,95.2,987,PEAK
Do it!! Do it!!,H,71.42,94.28,72.7,0,0,61.76,816,PEAK
Do it!! Do it!!,L,114.45,178.57,118.12,0,0,134.14,1317,PEAK
